Run_mgm,Sample_name,Run,colSums.data.genomesize.,NGs,AGS,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environment_(biome),environment_(material),geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,Sample_name2,Sequencing_method,soil_environmental_package,SRA Study,Submitter_Id,latitude,longitude,biome,delta15N,N_conc_g_kg,P_conc_mg_kg,pH,gene_count,gc_count,gc_percent,shannon,simp,richness,pielous,AGS_mgm,Total_base_mgm,NGs_mgm,AGS2_mgm,Run2_mgm,GC_percent_mgm,shannon_ko,simp_ko,richness_ko,pielous_ko,Biome,Biome2
ERR1877709,S236,ERR1873322,158369.0426,30000,5.278968087,AMPLICON,492,78763296,PRJEB19856,SAMEA103892570,50535172,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,run.zq,sra","gs,ncbi,ena,s3","ncbi.public,ena,s3.us-east-1,gs.US",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Boreal_forests,soil,Finland,Europe,Finland,66.174167,25.156667,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:20Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S236,Illumina,soil,ERP021922,S236,66.17,25.16,forest: subpolar coniferous forest biome,0.130168824,13.29289167,50.23510204,4.7989998,4830.4186,99968295400,0.631236344,7.065143659,0.996931527,4233,0.846057483,2318057.229,9026588,3.894031557,2.318057229,ERR1877709,64.15,7.769984712,0.999267885,5492,0.902327443,Boreal_forests,Forest
ERR1877710,G2839,ERR1873233,163664.0343,30000,5.455467809,AMPLICON,491,55407386,PRJEB19856,SAMEA103892485,35458800,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,run.zq,sra","s3,ena,gs,ncbi","s3.us-east-1,ena,gs.US,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Boreal_forests,soil,Norway,Europe,Norway,70.14726,24.78686,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:17Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2839,Illumina,soil,ERP021922,G2839,70.15,24.79,forest: subpolar coniferous forest biome,-0.646620671,9.486234544,92.93544458,5.2649999,5062.927733,1.0608E+11,0.648158064,5.344983915,0.984246278,1457,0.733784321,2142654.661,1910323,0.891568312,2.142654661,ERR1877710,61.62,7.531794386,0.999097127,3953,0.909392075,Boreal_forests,Forest
ERR1877711,AV127,ERR1873194,165958.1415,30000,5.53193805,AMPLICON,490,47371240,PRJEB19856,SAMEA103892442,33060607,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,sra,run.zq","s3,gs,ncbi,ena","ncbi.public,ena,gs.US,s3.us-east-1",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Tropical_montane_forests,soil,Colombia,South America,Colombia,6.705,-75.4667,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:16Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,AV127,Illumina,soil,ERP021922,AV127,6.71,-75.47,forest: tropical broadleaf forest biome,-2.326478184,17.19807861,27.28299949,5.7880001,5014.3202,1.04887E+11,0.632007136,6.089819615,0.993730873,1928,0.805080331,3216265.369,13502708,4.198256813,3.216265369,ERR1877711,61.3,7.730315483,0.999214953,5338,0.900695568,Tropical_montane_forests,Forest
ERR1877712,S269,ERR1873334,159585.8729,30000,5.319529096,AMPLICON,491,56391350,PRJEB19856,SAMEA103892585,35694900,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,sra,fastq","ena,s3,gs,ncbi","s3.us-east-1,gs.US,ena,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Mediterrean,soil,Morocco,Africa,Morocco,33.39624,-5.19417,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:20Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S269,Illumina,soil,ERP021922,S269,33.4,-5.19,forest: mediterranean forest biome,2.411976265,7.583556692,56.54056566,6.8889999,4895.7081,1.02398E+11,0.641649962,7.050244939,0.997523387,3887,0.852983639,1376213.33,3013203,2.189488311,1.37621333,ERR1877712,67.12,7.64766165,0.999223576,4612,0.906505897,Mediterrean,Mediterrean
ERR1877713,S103,ERR1873276,148006.7198,30000,4.933557327,AMPLICON,491,66109713,PRJEB19856,SAMEA103892512,42384498,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,run.zq,sra","gs,ena,s3,ncbi","ena,s3.us-east-1,gs.US,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Temperate_coniferous_forests,soil,China,Asia,China,30.3218,119.4427,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:18Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S103,Illumina,soil,ERP021922,S103,30.32,119.44,forest: temperate coniferous forest biome,1.760977798,4.049583646,123.7515225,6.1230001,4592.7406,94330337417,0.637338207,7.538623645,0.998662478,5122,0.882608433,3073119.197,12312943,4.006659752,3.073119197,ERR1877713,65.47,7.757809543,0.999240107,5621,0.898491031,Temperate_coniferous_forests,Forest
ERR1877715,G2831,ERR1873348,147676.8486,30000,4.922561619,AMPLICON,491,111094151,PRJEB19856,SAMEA103892482,70591236,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,fastq,run.zq","s3,ena,gs,ncbi","gs.US,ncbi.public,s3.us-east-1,ena",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Temperate_deciduous_forests,soil,Estonia,Europe,Estonia,58.62038,24.10171,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:17Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2831,Illumina,soil,ERP021922,G2831,58.62,24.1,forest: temperate broadleaf forest biome,1.698414835,5.304241996,3.165526396,7.3769999,4519.890033,92480959152,0.62623871,7.02619842,0.994764816,4236,0.841322377,2786151.614,8549615,3.068610824,2.786151614,ERR1877715,63.32,7.73421451,0.999195568,5233,0.90324061,Temperate_deciduous_forests,Forest
ERR1877716,S081,ERR1873269,160731.3396,30000,5.35771132,AMPLICON,491,63993012,PRJEB19856,SAMEA103892612,43711599,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,run.zq,sra","ncbi,gs,s3,ena","ena,ncbi.public,s3.us-east-1,gs.US",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Southern_temperate_forests,soil,Argentina,South America,Argentina,-40.1269,-71.6797,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:21Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S081,Illumina,soil,ERP021922,S081,-40.13,-71.68,forest: temperate broadleaf forest biome,1.528450883,5.448411897,7.645916386,5.9320002,5016.209333,1.02978E+11,0.640682792,6.653071418,0.995232298,3297,0.821288947,3435096.573,12444023,3.622612272,3.435096573,ERR1877716,65.98,7.71521303,0.999174454,5342,0.89885746,Southern_temperate_forests,Forest
ERR1877717,G2971,ERR1873237,157081.2314,30000,5.236041046,AMPLICON,491,76924970,PRJEB19856,SAMEA103892493,50854436,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,fastq,run.zq","gs,ncbi,ena,s3","s3.us-east-1,ena,gs.US,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Temperate_deciduous_forests,soil,Estonia,Europe,Estonia,59.42275,24.6661,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:18Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2971,Illumina,soil,ERP021922,G2971,59.42,24.67,forest: temperate broadleaf forest biome,-1.151838275,4.054832864,18.87558352,7.3769999,4782.453933,98449086835,0.626739974,7.1150553,0.995440729,4625,0.843092783,3099382.379,6774895,2.185885499,3.099382379,ERR1877717,62.49,7.698456895,0.999142452,5172,0.900297465,Temperate_deciduous_forests,Forest
ERR1877721,G2907,ERR1873235,154981.5417,30000,5.166051389,AMPLICON,491,83964928,PRJEB19856,SAMEA103892490,55117775,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,fastq,run.zq","ena,s3,ncbi,gs","s3.us-east-1,ena,ncbi.public,gs.US",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Moist_tropical_forests,soil,Viet Nam,Asia,Viet Nam,20.34902,105.59649,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:18Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2907,Illumina,soil,ERP021922,G2907,20.35,105.6,forest: subtropical broadleaf forest biome,6.28220203,4.62254684,3.318830315,6.4250002,4777.7689,98488950127,0.635488259,7.158812723,0.997198133,4485,0.851378727,3240084.645,10751792,3.318367628,3.240084645,ERR1877721,63.37,7.617842755,0.998768462,5424,0.885941043,Moist_tropical_forests,Forest
ERR1877722,S193,ERR1873308,157395.2312,30000,5.246507707,AMPLICON,491,76119730,PRJEB19856,SAMEA103892551,48607975,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,fastq,run.zq","ncbi,s3,gs,ena","gs.US,ena,s3.us-east-1,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Savannas,soil,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,-11.48405,27.65878,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:19Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S193,Illumina,soil,ERP021922,S193,-11.48,27.66,woodland: tropical woodland biome,1.586480235,2.012374063,1.76631814,5.2020001,4907.230967,1.0063E+11,0.639348719,7.150159481,0.99756348,4206,0.856894821,2727636.899,8314414,3.048211441,2.727636899,ERR1877722,65.43,7.675775959,0.999150207,5261,0.895857553,Savannas,Grassland
ERR1877723,S120,ERR1873281,166081.7077,30000,5.536056922,AMPLICON,490,41641180,PRJEB19856,SAMEA103892520,28120568,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,run.zq,fastq","s3,ncbi,ena,gs","ena,ncbi.public,s3.us-east-1,gs.US",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Moist_tropical_forests,soil,Madagascar,Africa,Madagascar,-24.755,46.85,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:18Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S120,Illumina,soil,ERP021922,S120,57.01,-3.47,forest: temperate coniferous forest biome,0.897354866,10.86749044,27.55753827,5.1399999,5018.118633,1.05018E+11,0.632325611,6.817774579,0.997001,3161,0.846020102,7120664.666,1049812679,147.4318379,7.120664666,ERR1877723,59.33,7.822189642,0.999115989,8093,0.869252451,Moist_tropical_forests,Forest
ERR1877724,S029,ERR1873254,152885.6228,30000,5.096187428,AMPLICON,489,79873749,PRJEB19856,SAMEA103892587,51518344,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,run.zq,sra","gs,s3,ena,ncbi","s3.us-east-1,ena,gs.US,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Temperate_deciduous_forests,soil,Russia,Europe,Russia,42.74177,130.68873,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:20Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S029,Illumina,soil,ERP021922,S029,42.74,130.69,forest: temperate broadleaf forest biome,2.630489429,4.50220071,55.4481636,6.2659998,4661.518267,96237152322,0.629471565,7.32951198,0.997474662,4962,0.861326366,2612653.385,7714119,2.95259947,2.612653385,ERR1877724,65.64,7.588787502,0.999101594,4665,0.898310658,Temperate_deciduous_forests,Forest
ERR1877725,S186,ERR1873304,182773.5982,30000,6.092453275,AMPLICON,492,54709416,PRJEB19856,SAMEA103892547,35345660,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,sra,fastq","ncbi,ena,gs,s3","ncbi.public,gs.US,s3.us-east-1,ena",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Southern_temperate_forests,soil,Australia,Oceania,Australia,-43.093,146.65,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:19Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S186,Illumina,soil,ERP021922,S186,-43.09,146.65,forest: temperate broadleaf forest biome,0.11345599,6.933553574,2.276191444,5.5240002,5479.1189,1.17694E+11,0.643932021,6.45236933,0.994553331,2872,0.810317798,6167645.307,13106354,2.125017466,6.167645307,ERR1877725,62.37,7.596046517,0.998932026,5248,0.886808215,Southern_temperate_forests,Forest
ERR1877727,G2840,ERR1873234,167379.2414,30000,5.579308046,AMPLICON,491,92563811,PRJEB19856,SAMEA103892486,60917138,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,fastq,sra","gs,ncbi,s3,ena","ena,gs.US,s3.us-east-1,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Boreal_forests,soil,Finland,Europe,Finland,68.06356,24.03387,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:18Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2840,Illumina,soil,ERP021922,G2840,68.06,24.03,tundra biome,-0.0627,10.53423746,40.8459338,4.8010001,5110.9671,1.04901E+11,0.626727671,6.336886879,0.995516336,2270,0.820039869,2790045.308,14457310,5.181747392,2.790045308,ERR1877727,61.43,7.782078128,0.999262955,5555,0.902536377,Boreal_forests,Forest
ERR1877730,S204,ERR1873314,169835.5219,30000,5.661184064,AMPLICON,491,103613275,PRJEB19856,SAMEA103892558,67063819,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,sra,fastq","gs,s3,ncbi,ena","s3.us-east-1,ncbi.public,ena,gs.US",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Southern_temperate_forests,soil,Australia,Oceania,Australia,-28.2104,153.19188,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:20Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S204,Illumina,soil,ERP021922,S204,-28.21,153.19,forest: subtropical broadleaf forest biome,3.280462065,10.89032904,4.176854116,5.3569999,5235.958467,1.0976E+11,0.646270297,6.493303454,0.99545488,2883,0.815067193,2899096.041,6775621,2.337149547,2.899096041,ERR1877730,61.65,7.721279841,0.999150669,5345,0.899505436,Southern_temperate_forests,Forest
ERR1877732,S160,ERR1877972,166177.1088,30000,5.53923696,AMPLICON,491,27125786,PRJEB19856,SAMEA103892517,17824938,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,fastq,run.zq","s3,gs,ena,ncbi","ena,ncbi.public,s3.us-east-1,gs.US",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Temperate_coniferous_forests,soil,Canada,North America,Canada,48.948,-57.934,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:18Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S160,Illumina,soil,ERP021922,S160,48.95,-57.93,forest: temperate coniferous forest biome,0.291626502,10.8314143,46.09936254,4.9949999,5083.409733,1.06645E+11,0.641757033,6.76485308,0.996092893,3405,0.831778298,4842958.992,19642398,4.055867091,4.842958992,ERR1877732,59.61,7.682371355,0.999004501,5796,0.886605811,Temperate_coniferous_forests,Forest
ERR1877734,G3060,ERR1873243,157213.1656,30000,5.240438854,AMPLICON,489,54595383,PRJEB19856,SAMEA103892499,37724012,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,fastq,run.zq","ncbi,ena,s3,gs","ncbi.public,s3.us-east-1,ena,gs.US",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Dry_tropical_forests,soil,India,Asia,India,13.45437,75.02213,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:18Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G3060,Illumina,soil,ERP021922,G3060,13.45,75.02,forest: tropical broadleaf forest biome,3.642566103,2.444912709,0.122511485,5.4109998,4823.478033,99911532915,0.635516323,7.251259778,0.998165322,4122,0.871117023,2591089.269,6743853,2.602709633,2.591089269,ERR1877734,66.43,7.725460115,0.999191978,5484,0.897308708,Dry_tropical_forests,Forest
ERR1877735,S020,ERR1873252,161121.6881,30000,5.370722935,AMPLICON,489,81695763,PRJEB19856,SAMEA103892560,52909956,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,sra,run.zq","ena,s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public,ena",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Boreal_forests,soil,Russia,Europe,Russia,43.37804,132.9514,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:20Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S020,Illumina,soil,ERP021922,S020,43.38,132.95,forest: temperate coniferous forest biome,0.79493416,12.52090352,62.10377549,6.5349998,4897.7333,1.01304E+11,0.628742941,7.086912327,0.995764431,4522,0.842005085,3242809.672,35460775,10.93520083,3.242809672,ERR1877735,62.53,7.808418564,0.999240266,6317,0.892288749,Boreal_forests,Forest
ERR1877736,G2830,ERR1873347,148723.5352,30000,4.957451173,AMPLICON,491,84600773,PRJEB19856,SAMEA103892481,53930260,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,run.zq,fastq","ncbi,ena,s3,gs","gs.US,ncbi.public,s3.us-east-1,ena",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Temperate_deciduous_forests,soil,Estonia,Europe,Estonia,58.58463,23.57021,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:17Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2830,Illumina,soil,ERP021922,G2830,58.58,23.57,woodland: woodland: temperate woodland biome,2.26014363,7.881092818,18.00669168,6.8520002,4546.865033,94114461029,0.632814846,7.217207252,0.997852756,4353,0.861383711,2321320.147,7620874,3.282991366,2.321320147,ERR1877736,64.97,7.722805288,0.999173792,5183,0.902920554,Temperate_deciduous_forests,Forest
ERR1877737,G2620,ERR1873196,153787.7614,30000,5.126258715,AMPLICON,490,113193920,PRJEB19856,SAMEA103892445,75810977,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,sra,run.zq","s3,gs,ena,ncbi","gs.US,ncbi.public,s3.us-east-1,ena",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Temperate_deciduous_forests,soil,Estonia,Europe,Estonia,58.27961,26.3716,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:16Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2620,Illumina,soil,ERP021922,G2620,58.28,26.37,forest: temperate broadleaf forest biome,-2.194813167,3.574903609,12.35120562,6.546,4709.582933,97290017617,0.632625228,7.237893735,0.997044002,4722,0.855544237,3557225.008,8015821,2.253391614,3.557225008,ERR1877737,63.61,7.694015555,0.999153114,5359,0.896056167,Temperate_deciduous_forests,Forest
ERR1877738,G3429,ERR1873246,146050.2435,30000,4.868341451,AMPLICON,489,79377414,PRJEB19856,SAMEA103892504,53403261,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,run.zq,sra","ncbi,ena,s3,gs","ena,ncbi.public,s3.us-east-1,gs.US",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Temperate_deciduous_forests,soil,Estonia,Europe,Estonia,58.47449,22.8236,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:18Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G3429,Illumina,soil,ERP021922,G3429,58.47,22.82,woodland: woodland: temperate woodland biome,3.194630869,3.739219245,9.998683701,7.2529998,4520.812433,89586889953,0.613397744,6.84081446,0.990882478,4269,0.818363928,3518683.372,14936843,4.245009119,3.518683372,ERR1877738,61.81,7.760158756,0.999202448,5522,0.900616597,Temperate_deciduous_forests,Forest
ERR1877739,S231,ERR1873320,170463.9022,30000,5.682130074,AMPLICON,491,43389179,PRJEB19856,SAMEA103892567,28228461,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,sra,fastq","gs,ena,ncbi,s3","ena,ncbi.public,gs.US,s3.us-east-1",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Moist_tropical_forests,soil,Indonesia,Asia,Indonesia,-0.05881,114.00517,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:20Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S231,Illumina,soil,ERP021922,S231,-0.06,114.01,forest: tropical broadleaf forest biome,2.594513987,3.272859247,0.758358779,5.2519999,5097.7729,1.06696E+11,0.625912615,6.440315463,0.995834569,2427,0.826273505,4780718.587,12311100,2.575156804,4.780718587,ERR1877739,60.5,7.679044674,0.998984615,5561,0.890475455,Moist_tropical_forests,Forest
ERR1877740,S129,ERR1873285,155802.6074,30000,5.193420248,AMPLICON,491,37756918,PRJEB19856,SAMEA103892525,24507329,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,run.zq,fastq","ena,ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US,ena",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Temperate_deciduous_forests,soil,Italy,Europe,Italy,37.90167,14.00001,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:19Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S129,Illumina,soil,ERP021922,S129,37.9,14,forest: temperate broadleaf forest biome,1.760625384,7.353024379,15.28455285,NA,4798.219133,98500942004,0.632216261,7.218303104,0.997505464,4172,0.865903612,2704661.145,7351568,2.718110553,2.704661145,ERR1877740,65.53,7.670991427,0.99917929,5280,0.894922605,Temperate_deciduous_forests,Forest
ERR1877741,S174,ERR1873301,154825.8241,30000,5.160860803,AMPLICON,492,80185668,PRJEB19856,SAMEA103892543,51535585,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,sra,fastq","ncbi,s3,gs,ena","ncbi.public,ena,gs.US,s3.us-east-1",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Moist_tropical_forests,soil,Australia,Oceania,Australia,-17.02313,145.59963,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:19Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S174,Illumina,soil,ERP021922,S174,-17.02,145.6,forest: tropical broadleaf forest biome,0.396296744,2.494402133,0.636877247,5.8759999,4811.5918,98199913059,0.634260555,7.138568748,0.996878687,4454,0.849672034,1810938.242,2805370,1.549125163,1.810938242,ERR1877741,64.51,7.610765899,0.999101384,4836,0.89708941,Moist_tropical_forests,Forest
ERR1877743,S247,ERR1873325,165101.1482,30000,5.503371608,AMPLICON,491,52360731,PRJEB19856,SAMEA103892574,33526567,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,sra,run.zq","ena,ncbi,s3,gs","ena,ncbi.public,gs.US,s3.us-east-1",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Temperate_coniferous_forests,soil,USA,North America,USA,37.74811,-119.55345,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:20Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S247,Illumina,soil,ERP021922,S247,37.75,-119.55,forest: temperate coniferous forest biome,-0.737266796,5.88599705,37.90088249,5.3790002,5029.7456,1.04775E+11,0.634609216,7.102865553,0.997351462,3888,0.859323273,1816263.617,6875010,3.785248978,1.816263617,ERR1877743,65.7,7.730393546,0.999258109,4975,0.90815666,Temperate_coniferous_forests,Forest
ERR1877744,S197,ERR1873311,159047.448,30000,5.3015816,AMPLICON,491,75994525,PRJEB19856,SAMEA103892555,48712940,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,sra,run.zq","gs,ena,s3,ncbi","gs.US,ena,s3.us-east-1,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Temperate_deciduous_forests,soil,USA,North America,USA,35.9794,-79.0928,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:19Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S197,Illumina,soil,ERP021922,S197,35.98,-79.09,forest: temperate broadleaf forest biome,0.759960181,2.730684871,0.22460439,5.2989998,4858.433233,1.00166E+11,0.629784419,7.208956246,0.996519676,4790,0.850686006,2453092.57,11304001,4.608061325,2.45309257,ERR1877744,63.69,7.7769142,0.999236215,5736,0.898595942,Temperate_deciduous_forests,Forest
